URL,impact
https://www.huffingtonpost.com/entry/brett-talley-trump-withdraw-judicial-nominee_us_5a317b65e4b07ff75affd3c4,0
http://www.huffingtonpost.com/entry/antonin-scalia-flag-burning_us_59c9159be4b01cc57ff3eabf,1
https://www.huffingtonpost.com/entry/republicans-tax-reform-election-results_us_5a03997fe4b03deac08b14fa,1
http://www.huffingtonpost.com/entry/trump-silence-minnesota-mosque-attack_us_59887a97e4b041356ec13af5,1
http://www.huffingtonpost.com/entry/rep-joe-kennedy-trevor-noah-daily-show_us_5982b3cbe4b00f0084adfd5d,0
http://www.huffingtonpost.com/entry/tom-price-travel-flights_us_59cd5b1fe4b09538b50720e3,0
https://www.huffingtonpost.com/entry/mitt-romney-roy-moore_us_5a05be95e4b0e37d2f371e99,1
https://www.huffingtonpost.com/entry/orrin-hatch-trolls-utah-newspaper_us_5a427bd0e4b06d1621b59d0e,0
http://www.huffingtonpost.com/entry/donald-trump-boy-scouts-values_us_5976e8c4e4b0e201d57786bb,0
https://www.huffingtonpost.com/entry/floyd-mayweather-defends-trumps-grab-comments_us_59bb73c9e4b086432b05dd72,0
http://www.huffingtonpost.com/entry/kellyanne-conway-blasts-chris-cuomo-for-harvey-climate-change-question_us_59a7d6f7e4b07e81d355561f,0
http://www.huffingtonpost.com/entry/sarah-huckabee-sanders-press-secretary_us_597247f3e4b0e79ec19910b0,1
http://www.huffingtonpost.com/entry/donald-trump-call-for-nfl-boycott_us_59c7af8ce4b06ddf45f879da,1
https://www.huffingtonpost.com/entry/robert-mueller-resign_us_59f885cde4b0aec1467adc91,0
https://www.huffingtonpost.com/entry/hillary-clinton-kushner-emails_us_59c9a459e4b01cc57ff4e15e,0
https://www.huffingtonpost.com/entry/kellyanne-conway-ethics-violation-probe_us_5a20aa70e4b03350e0b5935a,1
http://www.huffingtonpost.com/entry/anthony-scaramucci-dead-harvard_us_59801a43e4b08e1430052d78,0
https://www.huffingtonpost.com/entry/roy-moore-gop-senators-donald-trump_us_5a1acfaae4b0d4906caf5ae7,0
http://www.huffingtonpost.com/entry/chris-murphy-mass-shooting-response_us_59d23e9ce4b06791bb11e8fa,0
http://www.huffingtonpost.com/entry/gop-senators-mitch-mcconnell_us_598de146e4b090964296a16a,0
https://www.huffingtonpost.com/entry/nissan-launches-anti-union-blitz-ahead-of-pivotal-election-in-the-south_us_597e11d0e4b02a8434b7019d,1
https://www.huffingtonpost.com/entry/donald-trump-twitter-deleted-account_us_59fbd4f8e4b0415a420acde2,0
https://www.huffingtonpost.com/entry/jerusalem-trump-foreign-policy_us_5a29598fe4b03ece0300983b,1
https://www.huffingtonpost.com/entry/pence-trump-has-energy-can-do-spirit-reminiscent-of-teddy-roosevelt_us_5996f657e4b0a2608a6bd957,0
http://www.huffingtonpost.com/entry/donald-trump-publicly-sought-russian-help-in-the-election-one-year-ago-today_us_597a4d98e4b0da64e877e64a,0
http://www.huffingtonpost.com/entry/all-the-people-trump-attacks-in-his-50-minute-ny-times-interview_us_5970065ae4b062ea5f8f16bc,0
https://www.huffingtonpost.com/entry/obama-trump-colin-kaepernick_us_59c6c267e4b0cdc77331a94f,0
http://www.huffingtonpost.com/entry/trump-nazis_us_59905b9de4b090964297995e,0
https://www.huffingtonpost.com/entry/senate-alexander-murray-csr-trump_us_59e653ace4b00905bdad14b3,1
http://www.huffingtonpost.com/entry/john-dingell-congress-world-war-ii-fight-nazis-again_us_59910f5be4b08a24727558d6,0
https://www.huffingtonpost.com/entry/washington-post-jeff-bezos_us_59df9245e4b00abf3646fff9,1
https://www.huffingtonpost.com/entry/dana-nessel-campaign-ad_us_5a1f1116e4b0d52b8dc25af9,1
http://www.huffingtonpost.com/entry/trump-poll-support-levels_us_5993411fe4b0091416407ace,0
http://www.huffingtonpost.com/entry/jay-sekulow-trump-russia-investigation_us_596b62c7e4b0d6341fe97dd7,0
http://www.huffingtonpost.com/entry/democrats-dreamers-trump_us_59b06ff4e4b0dfaafcf53403,1
http://www.huffingtonpost.com/entry/trump-boy-scouts-speech-wsj_us_5980e465e4b02b36343e94dd,0
http://www.huffingtonpost.com/entry/harvey-congress-shutdown_us_59a45596e4b05710aa5e0bef,1
http://www.huffingtonpost.com/entry/trump-clinton-double-standard_us_59664a0fe4b005b0fdca6a16,0
https://www.huffingtonpost.com/entry/john-brennan-donald-trump-narcissistic_us_5a3c5f79e4b0b0e5a7a0fb1e,0
https://www.huffingtonpost.com/entry/leigh-corfman-roy-moore-accuser-open-letter_us_5a1ec306e4b0cb0e917d1127,1
http://www.huffingtonpost.com/entry/chickenshit-club_us_5963fcc6e4b005b0fdc7bacb,1
https://www.huffingtonpost.com/entry/donald-trump-al-franken-roy-moore_us_5a0dbddae4b0b37054f52401,0
https://www.huffingtonpost.com/entry/access-hollywood-trump-tape_us_5a1cf253e4b0e2ddcbb23733,0
https://www.huffingtonpost.com/entry/melania-trump-christmas-list_us_5a29be32e4b073789f686d07,0
http://www.huffingtonpost.com/entry/lisa-murkowski-independent-obamacare-repeal_us_59aae1c1e4b0354e440ab54a,1
https://www.huffingtonpost.com/entry/roy-moore-foundation-nazi-donation_us_59e79abae4b08f9f9edc59a0,1
https://www.huffingtonpost.com/entry/samantha-bee-ivanka-trump-president_us_5a0404c8e4b0937b510f92e2,0
http://www.huffingtonpost.com/entry/chip-health-insurance-deadline_us_59d0f456e4b09538b508ca23,1
http://www.huffingtonpost.com/entry/mitch-mcconnell-trump-neo-nazis-charlottesville_us_599455b2e4b009141641b78f,0
http://www.huffingtonpost.com/entry/arizona-republic-joe-arpaio_us_59a18793e4b0821444c38388,1
http://www.huffingtonpost.com/entry/ruth-bader-ginsburg-gerrymandering_us_59736a9de4b00e4363dfd3c8,1
https://www.huffingtonpost.com/entry/republicans-anti-abortion-tax-bill-529-plans_us_5a0b1674e4b0bc648a0e18cb,1
http://www.huffingtonpost.com/entry/ryan-zinke-charter-plane_us_59ce157fe4b06791bb0fc6d8,0
http://www.huffingtonpost.com/entry/bernie-sanders-drug-prices_us_597f4546e4b0da64e87aaebf,1
https://www.huffingtonpost.com/entry/trump-white-america-black-athletes_us_5a15db6ce4b064948072a8c4,1
https://www.huffingtonpost.com/entry/donald-trump-monopoly-att-time-warner_us_5a03846be4b0937b510f6f34,0
http://www.huffingtonpost.com/entry/lindsey-graham-trump-north-korea_us_598157e6e4b02b36343ecc4a,1
http://www.huffingtonpost.com/entry/trump-team-met-lawyer-close-to-kremlin-report-says_us_59615a97e4b0d5b458eae13a,0
https://www.huffingtonpost.com/entry/joe-barton-revenge-porn_us_5a171883e4b0d4906caddd94,0
https://www.huffingtonpost.com/entry/epa-science-advisers-replaced_us_59fa2b75e4b0b0c7fa37bd17,1
http://www.huffingtonpost.com/entry/heather-heyer-mother-message-driver_us_5992712ce4b090964299762f,0
http://www.huffingtonpost.com/entry/congratulations-to-huffpost-hill-editor-jared-kushner_us_59974e9ce4b0a2608a6c77fc,0
https://www.huffingtonpost.com/entry/justine-skye-takes-knee-brooklyn-nets_us_59eafce9e4b0958c46824570,0
http://www.huffingtonpost.com/entry/hillary-clinton-trump-un-speech_us_59c1c9abe4b087fdf508fe61,0
http://www.huffingtonpost.com/entry/anti-semitism-charlottesville-shattered-glass_us_599dd9f0e4b0d97c40011880,1
https://www.huffingtonpost.com/entry/children-losing-health-care-congress_us_5a3acf2de4b06d1621b18630,1
http://www.huffingtonpost.com/entry/cassidy-healthcare-trump_us_5958ff25e4b02734df32f39e,0
https://www.huffingtonpost.com/entry/sessions-lgbtq-murder-case_us_59e3f7a1e4b03a7be5817404,1
https://www.huffingtonpost.com/entry/david-jolly-democrats-2018_us_59e58446e4b0ca9f483a3a50,0
http://www.huffingtonpost.com/entry/liberty-university-alumni-dissent-over-trump_us_59998905e4b01f6e801f156c,0
http://www.huffingtonpost.com/entry/health-care-system-hates-new-obamacare-repeal-bill_us_59c2e7c7e4b06f93538c4d0a,1
http://www.huffingtonpost.com/entry/trump-nfl-owners-afraid-players_us_59ccd43ae4b0210dfdfc49b9,0
http://www.huffingtonpost.com/entry/jared-kushner-statement_us_5975d54ce4b09e5f6cd090e8,0
http://www.huffingtonpost.com/entry/anthony-scaramucci-russia_us_5974a125e4b09e5f6ccfe43e,0
http://www.huffingtonpost.com/entry/hate-crime-rise-2016-united-states-trump_us_59becac8e4b086432b07fed8,1
http://www.huffingtonpost.com/entry/gym-bans-police-and-military_us_598b5b80e4b0449ed5077abf,0
https://www.huffingtonpost.com/entry/graham-cassidy-new-draft_us_59c86943e4b06ddf45f8c269,1
https://www.huffingtonpost.com/entry/lindsey-graham-praises-trump-golf-course_us_5a2e372ae4b073789f6b06c5,0
https://www.huffingtonpost.com/entry/james-comey-howard-university_us_59c5326be4b01cc57ff1cb4d,0
http://www.huffingtonpost.com/entry/house-oversight-tom-price_us_59cbd36ce4b05063fe0e7172,0
http://www.huffingtonpost.com/entry/donald-trump-jr-campaign-finance-laws_us_5963e731e4b09b587d6151c6,0
https://www.huffingtonpost.com/entry/impeachment-march-los-angeles_us_59595a8ce4b05c37bb7f16ee,1
https://www.huffingtonpost.com/entry/ex-obama-photographer-trolls-trump-over-time_us_5a1b1f0fe4b0cee6c050790e,0
http://www.huffingtonpost.com/entry/trump-rolled-back-flood-protections_us_59a42d78e4b05710aa5dbeb0,1
http://www.huffingtonpost.com/entry/hawaii-response-plan-north-korea-nuclear-tension_us_598cf7e1e4b09071f698b844,1
https://www.huffingtonpost.com/entry/trump-climate-change-winter_us_5a458e5de4b06d1621b7e590,0
https://www.huffingtonpost.com/entry/roy-moore-climate-change_us_59ea7afce4b00f08619ef072,0
https://www.huffingtonpost.com/entry/trump-obstructed-russia-probes-poll_us_5a35ccb8e4b040881beb27f0,0
https://www.huffingtonpost.com/entry/tom-price-insurers-obamacare_us_596b76fae4b01741862825c6,0
http://www.huffingtonpost.com/entry/russia-us-diplomats-expelled-cold-war_us_5980bb6be4b08e1430061efb,1
https://www.huffingtonpost.com/entry/conway-trump-cnn-moore-standards_us_5a27f949e4b044d167264be2,0
https://www.huffingtonpost.com/entry/donald-trump-tax-bill-repeal-obamacare_us_5a42414ce4b0b0e5a7a3464b,0
https://www.huffingtonpost.com/entry/donald-trump-bob-corker_us_59dcc30de4b0b34afa5c1f17,0
https://www.huffingtonpost.com/entry/gop-tax-plan-debt-cbo_us_5a03306ae4b04e96f0c70a68,1
https://www.huffingtonpost.com/entry/trump-opioid-addiction_us_59f242ace4b07fdc5fbcfd5c,1
https://www.huffingtonpost.com/entry/christopher-cantwell-arrest-bond-felony_us_599f001ee4b06d67e336085e,0
http://www.huffingtonpost.com/entry/al-gore-wealth_us_599709f2e4b0e8cc855d5c09,1
https://www.huffingtonpost.com/entry/trump-pardons-turkey-drumstick_us_5a148420e4b03dec8248b77a,0
https://www.huffingtonpost.com/entry/republicans-obamacare-repeal_us_598b0ad2e4b0449ed506e31a,1
https://www.huffingtonpost.com/entry/bill-maher-al-franken-roy-moore-kevin-spacey_us_5a0fe154e4b0dd63b1aa8bba,0
http://www.huffingtonpost.com/entry/trump-administration-departures_us_59cebed0e4b09538b50851ae,0
http://www.huffingtonpost.com/entry/trump-charlottesville-reaction_us_59956f3fe4b0acc593e5639c,0
https://www.huffingtonpost.com/entry/donald-trump-michael-flynn_us_5a33e0f2e4b040881be9e576,0
http://www.huffingtonpost.com/entry/stephen-miller-scaramucci-communications_us_59867d6be4b08b75dcc76e29,0
https://www.huffingtonpost.com/entry/omarosa-manigault-newman-claims-resigned_us_5a326a3be4b01bdd765a3a26,0
https://www.huffingtonpost.com/entry/john-pierpont-morgan-christmas-carol_us_5a396fc8e4b025f99e12d9dd,0
https://www.huffingtonpost.com/entry/general-john-hyten-nuclear-trump_us_5a10ac27e4b045cf4371d3ba,0
https://www.huffingtonpost.com/entry/melinda-mcgillivray-trump-accuser_us_5a2fcf44e4b0789502839304,0
https://www.huffingtonpost.com/entry/barack-obama-women_us_5a24dd9ce4b03350e0b7a354,0
http://www.huffingtonpost.com/entry/democrats-medicare-expansion_us_598491c6e4b041356ebf7569,1
http://www.huffingtonpost.com/entry/iowa-woman-donald-trump-voter-fraud_us_5961183ee4b0d5b458eacb54,0
http://www.huffingtonpost.com/entry/trumps-obamacare-tantrum-shows-hes-learned-nothing-from-repeals-collapse_us_598f097fe4b090964297360c,0
https://www.huffingtonpost.com/entry/nra-gun-violence-hollywood-fox-news_us_59d6cb0be4b072637c430e4b,0
http://www.huffingtonpost.com/entry/ted-cruz-porn-video-policy-implications_us_59b81b2ce4b0edff9716d67a,0
https://www.huffingtonpost.com/entry/washington-state-senate-special-election_us_5a00a45be4b0baea2633bfae,0
https://www.huffingtonpost.com/entry/donald-trump-nyc-attack_us_59f8e69ce4b046017faf8f47,0
https://www.huffingtonpost.com/entry/trump-birth-control-coverage-ruling_us_5a3474d1e4b01d429cc8fb34,0
http://www.huffingtonpost.com/entry/another-obamacare-repeal-bill-failed-senate_us_5978ac7ae4b0a8a40e846f99,1
https://www.huffingtonpost.com/entry/obamacare-insurance-rural-america_us_5995ccb5e4b0acc593e61bf1,1
https://www.huffingtonpost.com/entry/trump-north-korea-only-one-thing-will-work_us_59d939fde4b046f5ad98a952,0
https://www.huffingtonpost.com/entry/barack-obama-most-admired-man-gallup_us_5a43b77fe4b0b0e5a7a4120b,0
https://www.huffingtonpost.com/entry/obama-warns-social-media-risks-splintering-society_us_5a43a9e8e4b0b0e5a7a406b2,0
http://www.huffingtonpost.com/entry/senator-mazie-hirono-health-care-plea_us_597ac22ae4b02a8434b55cda,0
http://www.huffingtonpost.com/entry/stephen-miller-trump-immigration_us_598222f0e4b0353fbb348152,0
https://www.huffingtonpost.com/entry/donald-trump-calm-before-storm_us_59d7011ae4b046f5ad9745c2,0
http://www.huffingtonpost.com/entry/obamacare-repeal-kids_us_595ffad6e4b0615b9e91a4b2,1
https://www.huffingtonpost.com/entry/paul-ryan-trump-sexual-misconduct_us_5a3a5765e4b025f99e137b00,0
https://www.huffingtonpost.com/entry/jeff-flake-confronted-by-progressive-activist-on-airplane_us_5a2ae93be4b073789f698d9f,0
https://www.huffingtonpost.com/entry/donna-brazile-dnc-consultants-clinton-campaign_us_5a1da8dae4b079c1128a3f69,1
http://www.huffingtonpost.com/entry/gary-cohn-trump-tax-plan-new-car_us_59cd50e3e4b0ef0694274690,0
http://www.huffingtonpost.com/entry/roy-moore-bus-typo_us_59c4b48ce4b01cc57ff11f27,0
https://www.huffingtonpost.com/entry/donald-trump-popularity_us_59db9763e4b0b34afa5b12b3,0
https://www.huffingtonpost.com/entry/pittsburgh-steelers-booed-national-anthem_us_59c7e68ee4b0cdc77331ed41,0
https://www.huffingtonpost.com/entry/kristi-noem-estate-tax_us_5a28638de4b0b185e5392b78,0
https://www.huffingtonpost.com/entry/mick-mulvaney-tells-cfpb-staff-to-disregard-any-instructions-from-acting-director_us_5a1c2ccce4b0d4906cb036c0,0
http://www.huffingtonpost.com/entry/potus-is-obama-in-welcome-letter_us_596b821de4b0d6341fe992fd,0
http://www.huffingtonpost.com/entry/hot-dog-vendor-berkeley-gofundme_us_59c91221e4b01cc57ff3da81,0
http://www.huffingtonpost.com/entry/senate-republicans-new-life-health-care_us_59702f8be4b0aa14ea7711b7,1
http://www.huffingtonpost.com/entry/tillerson-trump-speaks-for-himself_us_59a2cedde4b06d67e3383487,0
https://www.huffingtonpost.com/entry/trump-installed-consumer-agency-head-sets-hiring-freeze-halts-new-rules_us_5a1ce277e4b04e8b2a83f0e4,0
http://www.huffingtonpost.com/entry/nypd-responds-to-trump-speech-use-of-force_us_597cf58be4b02a8434b6d20e,1
https://www.huffingtonpost.com/entry/white-house-denies-report-nyt-immigration_us_5a3ec872e4b025f99e17880e,0
http://www.huffingtonpost.com/entry/donald-trump-north-korea-threat_us_598ca7fce4b08a2472731826,0
http://www.huffingtonpost.com/entry/gop-infighting-agenda_us_598c9326e4b0a66b8bb1cb37,0
